seed,method,scenario,S,eps_wass,sigma,shift_rho,shift_boost,ground_cost,collision,collision_step,min_clearance,min_clearance_step,total_progress,control_effort,constraint_active_count,missed_mode_steps,total_steps,avg_solve_ms,p50_solve_ms,p95_solve_ms,max_solve_ms,total_dro_injected,avg_safe_horizon,clearance_5pct
12375,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.8967,20,19.0823,526.6164,444,80,80,5.3448,5.7849,9.9076,11.9465,0,7.0000,0.9575
12376,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.3634,23,20.5489,693.2993,528,80,80,5.5444,6.8765,9.3502,11.2225,0,7.0000,1.3865
12377,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.5492,22,20.3241,758.0167,588,80,80,4.9342,5.2155,9.6754,12.4097,0,7.0000,1.5937
12378,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,20,0.6311,29,17.0322,412.9585,396,80,80,6.7393,6.8060,10.4074,12.0184,0,7.0000,0.6783
12379,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.9535,14,11.2205,218.6255,276,80,80,6.9178,6.6188,10.8219,11.8304,0,7.0000,0.9806
12380,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.0484,11,19.8502,564.1061,468,80,80,5.9428,6.9093,9.9213,10.6375,0,7.0000,1.0705
12381,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.1744,30,16.4301,392.8253,384,80,80,6.7215,6.9909,10.6526,11.0998,0,7.0000,1.1954
12382,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.2008,14,20.1821,800.2393,612,80,80,4.5296,4.3721,8.4618,9.9902,0,7.0000,1.2519
12383,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.1767,25,18.9616,485.6209,420,80,80,6.3133,6.7593,10.0522,10.3070,0,7.0000,1.2030
12384,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,14,0.8375,14,20.4105,702.7525,528,80,80,4.9296,4.5567,9.4505,11.0320,0,7.0000,0.8427
12385,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.2397,26,20.0852,570.2725,468,80,80,5.5279,5.6896,9.0995,9.3587,0,7.0000,1.3152
12386,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,12,0.8368,13,20.1782,767.9186,588,80,80,5.5376,4.8370,11.1062,12.1112,0,7.0000,0.9435
12387,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.0396,25,20.1014,765.7637,612,80,80,5.1868,5.5801,9.9800,11.2675,0,7.0000,1.0479
12388,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.9323,15,20.3862,684.9956,552,80,80,5.9309,6.8565,11.3477,12.1467,0,7.0000,0.9632
12389,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.2131,17,20.1249,793.2911,624,80,80,4.8181,5.5482,8.8898,10.2305,0,7.0000,1.2479
12390,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,11,0.6094,18,14.0214,252.8207,324,80,80,5.7914,5.5271,11.0971,11.7850,0,7.0000,0.6925
12391,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,7,0.1238,12,20.2146,750.7298,553,80,80,4.8415,4.3158,9.9778,10.2343,0,7.0000,0.4398
12392,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.3740,14,20.0888,801.8590,648,80,80,4.4620,4.4307,8.7482,10.7829,0,7.0000,1.3880
12393,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.6252,20,20.5911,720.6089,528,80,80,5.1492,4.6568,10.4124,12.5175,0,7.0000,1.6581
12394,SHMPC_GAN_Quotient,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.9497,26,20.1123,762.6953,624,80,80,5.1420,5.6101,10.7658,12.1053,0,7.0000,0.9526
12345,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.0087,12,16.6851,358.4663,593,80,80,8.9839,8.3663,14.3489,17.7836,0,7.0000,1.0560
12346,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.9371,18,20.1215,812.1167,1293,80,80,9.2644,7.3364,20.2764,21.9878,0,7.0000,0.9570
12347,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,34,0.6097,42,16.6392,360.2564,739,80,80,12.3735,12.5808,20.5122,23.3754,0,7.0000,0.6189
12348,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.8652,72,2.8046,95.5173,235,80,80,10.1101,8.7148,17.1691,20.6790,0,7.0000,0.8839
12349,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.1052,14,7.4034,172.9164,353,80,80,8.1951,7.5015,12.5597,14.8163,0,7.0000,1.1194
12350,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.9840,42,3.2973,105.0660,249,80,80,9.4546,9.5539,15.1333,16.4012,0,7.0000,0.9881
12351,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,22,0.7833,38,1.7803,102.4938,227,80,80,11.7210,10.5548,20.3360,22.8440,0,7.0000,0.7919
12352,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.9468,34,9.5844,201.0259,419,80,80,8.6998,8.0928,12.8832,16.4101,0,7.0000,0.9665
12353,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.9663,19,11.0501,255.0919,530,80,80,9.2526,8.2550,18.9876,24.2857,0,7.0000,0.9825
12354,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,56,0.7575,56,2.3703,231.9987,348,80,80,15.7266,15.5222,23.6164,28.4933,0,7.0000,0.7916
12355,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,23,0.6493,29,20.2803,623.4769,1005,80,80,7.8767,6.9293,15.2404,23.4875,0,7.0000,0.6669
12356,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,24,0.6414,44,2.4594,85.6817,193,80,80,8.1616,7.0371,13.9154,18.8312,0,7.0000,0.6453
12357,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.4644,34,20.1900,806.8882,987,80,80,7.0467,6.7463,14.9131,20.2714,0,7.0000,1.5208
12358,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.2024,11,20.1073,777.1338,1221,80,80,6.3675,3.6789,17.8302,21.3039,0,7.0000,1.2440
12359,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.1187,13,20.5727,694.9999,833,80,80,6.8973,6.9912,14.3829,16.7718,0,7.0000,1.1495
12360,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.3154,20,20.1048,809.4744,1103,80,80,6.4965,5.7921,14.8043,18.2544,0,7.0000,1.3584
12361,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.1459,23,4.1236,193.7491,390,80,80,13.4001,14.0005,19.3472,23.1736,0,7.0000,1.2114
12362,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.1885,12,20.1123,771.2838,1092,80,80,6.5060,3.8094,18.6240,21.4816,0,7.0000,1.2347
12363,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.1474,16,17.6924,450.1173,631,80,80,8.2858,8.6460,14.7560,16.1321,0,7.0000,1.1592
12364,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.0964,24,2.9997,124.4541,259,80,80,8.6063,7.7387,13.6367,16.7803,0,7.0000,1.1141
12365,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,22,0.7361,26,20.4064,680.3385,918,80,80,7.8281,8.1301,14.6689,15.7525,0,7.0000,0.7536
12366,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.1016,19,2.9194,94.4596,202,80,80,7.9995,7.3221,12.4140,13.9579,0,7.0000,1.1273
12367,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.0910,12,20.1130,774.4847,1033,80,80,6.6293,4.8377,16.4764,19.5213,0,7.0000,1.1451
12368,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.1312,23,20.2097,758.4858,977,80,80,8.0125,7.3664,18.6181,21.0733,0,7.0000,1.1558
12369,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.2632,15,20.3011,775.2479,917,80,80,7.5631,7.7542,15.1871,16.3901,0,7.0000,1.3357
12370,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,25,0.8254,25,18.1818,472.7848,676,80,80,8.8686,7.8350,18.2987,21.0970,0,7.0000,0.8402
12371,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.1636,33,16.5337,398.4956,612,80,80,9.2172,8.1857,17.5200,22.8948,0,7.0000,1.1837
12372,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.2327,11,20.1126,773.6657,1146,80,80,6.5288,3.6729,19.6113,21.1151,0,7.0000,1.2893
12373,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.4147,13,20.1093,800.1617,1232,80,80,6.5204,3.3216,18.5974,25.7691,0,7.0000,1.4754
12374,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.5472,20,20.1023,802.6582,1242,80,80,6.3793,3.4658,16.3355,20.1602,0,7.0000,1.6078
12375,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.1800,16,19.3712,551.1708,782,80,80,8.4989,9.0948,16.8773,21.9006,0,7.0000,1.1843
12376,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.2690,10,14.6323,281.9278,514,80,80,8.2988,7.0573,15.6864,20.6234,0,7.0000,1.2819
12377,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,17,0.5599,24,16.9997,424.4505,846,80,80,11.6880,9.5681,22.2431,24.7944,0,7.0000,0.6817
12378,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,22,0.5828,36,9.6094,201.2785,484,80,80,10.0911,9.7675,13.7092,17.5010,0,7.0000,0.6041
12379,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.0430,13,5.4704,144.0881,271,80,80,9.3923,9.2833,15.3300,17.4610,0,7.0000,1.0709
12380,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.1421,13,16.1117,332.5166,567,80,80,8.2148,7.9697,16.8901,25.5623,0,7.0000,1.1597
12381,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.0393,30,3.5428,105.3482,265,80,80,10.6942,11.0366,17.3529,19.1638,0,7.0000,1.0589
12382,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.2627,14,20.1068,776.8131,1178,80,80,6.4442,4.5532,16.6928,21.3610,0,7.0000,1.2971
12383,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.8765,36,15.0177,334.9247,653,80,80,8.6929,8.1217,14.4771,15.8320,0,7.0000,0.8809
12384,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.2723,13,13.8386,255.9345,537,80,80,8.4902,8.0946,16.4651,23.0749,0,7.0000,1.2903
12385,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.2278,31,20.1615,618.9909,838,80,80,7.0850,7.1365,14.7962,16.3634,0,7.0000,1.2561
12386,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.9655,14,19.5614,515.5563,679,80,80,7.6070,7.4871,14.9335,17.0771,0,7.0000,0.9880
12387,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,24,0.7400,28,20.1910,780.5919,1098,80,80,6.9415,7.4692,13.8351,16.7366,0,7.0000,0.7658
12388,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.0860,13,20.1417,585.4756,846,80,80,8.5951,7.6417,19.1735,22.4144,0,7.0000,1.1460
12389,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.9342,17,2.7508,89.1965,226,80,80,11.2924,11.1500,14.5774,16.6396,0,7.0000,0.9612
12390,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,31,0.3711,47,1.6717,137.8056,249,80,80,12.7052,12.3654,21.5951,25.3575,0,7.0000,0.3745
12391,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.8594,16,6.0611,153.0489,347,80,80,10.8711,11.5521,14.1106,16.5354,0,7.0000,0.8956
12392,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.3794,20,20.1081,795.1921,1233,80,80,5.5564,3.2812,16.1897,22.8608,0,7.0000,1.4297
12393,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.2219,18,9.4707,234.8254,481,80,80,8.7111,6.9625,18.3140,22.4764,0,7.0000,1.2542
12394,SHMPC_Reservoir,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.0166,27,18.0951,466.0359,710,80,80,9.0943,9.8165,16.0754,20.9617,0,7.0000,1.0212
12345,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,38,0.8454,39,11.2299,220.5992,260,80,80,6.9780,5.1158,20.9040,25.5880,0,7.0000,0.8545
12346,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.0014,33,20.2950,636.3334,399,80,80,4.4011,4.4201,7.4236,13.4774,0,7.0000,1.0093
12347,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,40,0.4758,48,13.8290,350.2702,306,79,80,5.7216,5.6372,8.4171,16.7609,0,7.0000,0.5095
12348,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.6180,28,20.0886,712.8731,465,80,80,5.0499,5.1310,9.1774,18.7342,0,7.0000,1.6438
12349,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.5339,24,20.4976,809.4488,488,80,80,3.5162,3.8368,5.5718,12.7623,0,7.0000,1.5535
12350,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.9076,45,2.6764,106.6835,96,80,80,5.1794,5.2408,6.7674,12.9981,0,7.0000,0.9119
12351,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.7890,20,20.1147,879.4103,648,79,80,3.7914,3.0695,7.2487,16.7126,0,7.0000,1.8108
12352,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.0647,34,13.5079,261.8338,280,80,80,6.0969,6.3010,9.4736,16.0174,0,7.0000,1.0847
12353,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.2239,53,10.3653,210.4897,204,80,80,5.7503,6.0015,9.5760,20.4033,0,7.0000,1.2316
12354,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,19,0.0957,35,2.3160,86.4345,83,80,80,6.5441,6.2880,8.2816,17.5497,0,7.0000,0.1225
12355,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,24,0.3520,32,20.2772,591.2030,361,80,80,4.5224,4.8437,6.4041,17.9906,0,7.0000,0.3834
12356,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,25,0.2403,51,1.9831,77.0463,78,80,80,6.4310,5.5177,11.2481,13.4640,0,7.0000,0.2524
12357,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.4880,16,20.1050,786.1364,664,80,80,3.1900,2.6844,5.5973,15.8932,0,7.0000,1.5402
12358,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.5221,19,20.1059,777.0190,676,80,80,3.4822,2.0803,14.0812,17.1285,0,7.0000,1.5568
12359,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.1911,22,20.1140,565.1666,396,80,80,5.6087,5.7603,9.8664,23.4377,0,7.0000,1.2247
12360,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.4995,16,20.1067,774.9952,653,79,80,4.0060,2.8929,8.4936,21.2981,0,7.0000,1.5321
12361,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.0996,54,2.7545,95.4829,95,80,80,5.0262,4.7734,7.1685,15.8094,0,7.0000,1.1228
12362,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.4911,23,20.1123,771.8089,618,80,80,4.3086,2.5812,15.1957,25.1032,0,7.0000,1.5141
12363,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.3650,17,20.1328,764.9106,493,80,80,3.7450,3.7802,7.6336,10.1100,0,7.0000,1.4017
12364,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.2273,24,20.4305,613.9944,399,80,80,3.8567,4.0045,5.9477,10.1003,0,7.0000,1.2482
12365,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,26,0.8112,29,20.2931,588.1895,352,80,80,4.9422,5.1094,7.3750,15.3573,0,7.0000,0.8238
12366,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.3298,22,2.8851,128.8125,97,80,80,5.6239,5.6857,7.6472,9.5605,0,7.0000,1.3485
12367,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.3697,20,20.1045,768.8103,554,80,80,5.0524,3.9956,14.2447,20.7510,0,7.0000,1.4364
12368,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,23,0.4488,31,19.4118,532.5452,350,80,80,6.2431,6.2401,9.7796,20.4096,0,7.0000,0.4923
12369,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.3426,16,20.2778,754.9280,473,80,80,4.3006,4.3449,7.3871,22.9430,0,7.0000,1.3871
12370,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.1737,25,20.3107,589.4113,373,80,80,4.7866,5.3602,7.8767,11.5559,0,7.0000,1.2030
12371,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.3690,33,20.4537,613.7151,391,80,80,4.0884,4.0907,6.6351,16.7853,0,7.0000,1.3890
12372,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.4603,22,10.4790,209.8300,214,80,80,4.6808,4.6539,6.3914,9.8048,0,7.0000,1.4946
12373,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.8644,25,20.1113,867.6023,664,80,80,3.6283,2.7554,7.6237,22.2552,0,7.0000,1.9004
12374,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.7955,17,20.0837,776.8022,718,80,80,2.4378,1.7238,5.4275,13.0387,0,7.0000,1.8577
12375,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.5908,17,20.0998,773.3628,652,80,80,3.3256,2.3291,7.7496,14.2286,0,7.0000,1.6006
12376,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.3708,23,16.8928,404.4414,319,80,80,4.9274,5.0048,7.7928,9.4600,0,7.0000,1.4285
12377,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.6648,16,20.0889,797.4319,708,80,80,3.5585,2.2132,7.9493,14.8985,0,7.0000,1.6937
12378,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,23,0.2865,41,8.7293,192.2541,199,80,80,5.8471,5.6125,9.4632,10.2061,0,7.0000,0.2904
12379,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.4159,50,2.3913,123.2080,97,80,80,5.2107,4.9479,6.6667,14.0031,0,7.0000,1.4174
12380,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.3348,19,14.7481,282.2578,275,80,80,4.7237,4.8445,7.4847,8.1406,0,7.0000,1.3464
12381,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.1734,30,2.8165,95.2940,79,80,80,5.5489,5.2840,7.3715,8.4704,0,7.0000,1.2003
12382,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.6075,20,20.1086,798.3008,663,80,80,3.3999,2.8277,6.6706,15.3860,0,7.0000,1.6479
12383,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.9740,41,13.1857,233.4339,250,80,80,5.8033,6.1760,8.0054,22.4390,0,7.0000,0.9786
12384,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.3694,23,20.1083,782.0998,548,80,80,3.7477,4.0825,6.5070,8.6301,0,7.0000,1.3979
12385,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.4928,31,20.5195,665.6126,417,80,80,4.9163,5.3135,7.5199,20.3907,0,7.0000,1.5098
12386,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.1305,22,19.2643,487.5098,375,80,80,5.3569,5.2367,10.1127,20.0306,0,7.0000,1.1843
12387,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.8742,29,20.2335,760.0361,449,80,80,3.9754,4.0907,7.2779,18.7656,0,7.0000,0.8967
12388,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,37,0.6497,41,18.7938,462.3725,346,80,80,6.3904,4.9460,18.2953,24.1520,0,7.0000,0.6816
12389,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.2039,19,2.7653,96.1300,91,80,80,5.7561,5.6741,7.4507,15.3738,0,7.0000,1.2351
12390,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,24,0.6576,31,2.2694,82.9697,64,80,80,6.1405,5.8388,8.2858,21.9702,0,7.0000,0.6607
12391,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,48,0.7970,52,2.6932,96.0493,104,80,80,7.1669,6.5420,10.7747,22.1776,0,7.0000,0.8088
12392,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.5086,16,20.0994,777.9693,678,80,80,2.7938,1.8180,5.6643,16.8204,0,7.0000,1.5345
12393,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.2252,40,6.4205,154.3929,157,80,80,4.7240,4.4780,6.4517,14.4242,0,7.0000,1.2410
12394,SHMPC_SeekAvoid,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.9331,31,13.8462,257.0520,263,80,80,5.5671,5.3689,7.3245,18.5633,0,7.0000,0.9385
12345,SHMPC_SeekAvoidML,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.9226,41,6.6301,163.3771,531,80,80,18.7636,18.9210,25.6145,28.0968,0,7.0000,0.9387
12346,SHMPC_SeekAvoidML,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.9121,40,18.9875,517.2615,1097,80,80,15.0381,16.7582,21.2229,25.6738,0,7.0000,0.9425
12347,SHMPC_SeekAvoidML,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,40,0.7338,46,13.4561,245.6567,774,80,80,15.8145,16.8498,24.1450,27.4023,0,7.0000,0.7472
12348,SHMPC_SeekAvoidML,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,0.9026,72,2.4132,80.7523,300,80,80,18.4886,19.9506,24.6085,25.7442,0,7.0000,0.9275
12349,SHMPC_SeekAvoidML,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.3805,16,5.9721,164.3824,482,80,80,15.4587,15.7310,18.7909,23.8048,0,7.0000,1.3888
12350,SHMPC_SeekAvoidML,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,1,45,0.8265,48,2.4550,84.3672,300,80,80,17.4033,17.3380,24.1111,30.3160,0,7.0000,0.8420
12351,SHMPC_SeekAvoidML,baseline,30,0.1000,1.0000,0.0000,0.0000,w2_bures,0,-1,1.4769,16,19.8217,537.0385,1094,80,80,15.2830,16.9082,23.0997,25.1395,0,7.0000,1.5173
