environment,variant,seed,collision,missed_mode_rate,progress,min_clearance,mean_solve_ms,p99_solve_ms
Oncoming,OT,160073,0,0.1667,20.0711,1.3388,1.6656,8.6882
Oncoming,OT,160074,1,0.1467,20.0468,0.8343,2.0597,9.1462
Oncoming,OT,160075,0,0.1400,20.0607,1.0746,1.8058,9.3112
Oncoming,OT,160076,0,0.1600,20.0606,1.0476,1.4138,5.9958
Oncoming,OT,160077,0,0.2667,20.0719,1.1123,1.9026,9.4978
Oncoming,OT,160078,0,0.2200,20.0659,1.1938,1.4254,5.3982
Oncoming,OT,160079,0,0.1667,20.0693,1.1771,1.4788,6.0826
Oncoming,OT,160080,1,0.2133,20.0220,0.7536,1.8034,10.4295
Oncoming,OT,160081,0,0.1867,20.0706,1.1401,1.9816,9.9946
Oncoming,OT,160082,1,0.2067,19.9704,0.4961,1.7405,6.3611
Oncoming,OT,160083,0,0.2000,20.0642,1.1680,1.4708,6.0824
Oncoming,OT,160084,0,0.2467,20.0670,1.1393,1.3848,5.5649
Oncoming,OT,160085,0,0.1400,20.0634,1.0403,1.8180,13.3621
Oncoming,OT,160086,0,0.1400,20.0531,1.0384,1.6292,8.2781
Oncoming,OT,160087,0,0.2933,20.0509,0.9746,1.5761,6.4222
Oncoming,OT,160088,0,0.2667,20.0719,1.1105,1.4589,5.1796
Oncoming,OT,160089,0,0.2000,20.0651,1.0798,1.4328,6.4462
Oncoming,OT,160090,0,0.2400,20.0679,1.1346,1.4999,4.8164
Oncoming,OT,160091,0,0.2200,20.0671,1.1848,1.5966,7.0991
Oncoming,OT,160092,0,0.2000,20.0673,1.1735,1.6133,8.3277
Oncoming,OT,160093,0,0.0933,19.9327,0.9744,2.1312,9.2719
Oncoming,OT,160094,1,0.1933,19.9935,0.3093,1.9324,8.5177
Oncoming,OT,160095,0,0.2200,20.0632,1.2758,1.4832,4.8569
Oncoming,OT,160096,0,0.1733,20.0571,1.0514,1.7097,7.9205
Oncoming,OT,160097,0,0.2333,20.0645,1.1214,1.5850,6.3899
Oncoming,OT,160098,0,0.2133,20.0689,1.1837,1.4871,6.2187
Oncoming,OT,160099,0,0.1667,20.0719,1.1093,1.7923,9.6461
Oncoming,OT+SH,160000,0,0.2000,20.0709,1.2386,0.9840,3.8290
Oncoming,OT+SH,160001,1,0.1800,20.0470,0.5788,1.2887,5.1881
Oncoming,OT+SH,160002,1,0.2467,20.0622,0.8190,1.3237,5.6305
Oncoming,OT+SH,160003,0,0.1933,20.0525,1.0119,1.2242,4.1400
Oncoming,OT+SH,160004,0,0.1467,20.0670,0.9830,1.3113,5.5066
Oncoming,OT+SH,160005,0,0.1800,20.0719,1.1746,1.1087,5.3726
Oncoming,OT+SH,160006,0,0.1867,20.0579,1.0711,1.1101,4.2083
Oncoming,OT+SH,160007,1,0.1667,20.0521,0.7745,1.0393,5.0379
Oncoming,OT+SH,160008,0,0.1200,20.0649,1.1017,1.2111,4.7387
Oncoming,OT+SH,160009,0,0.2267,20.0720,1.1382,1.1940,5.9341
Oncoming,OT+SH,160010,0,0.2533,20.0680,0.8619,1.3148,6.1116
Oncoming,OT+SH,160011,0,0.1800,20.0709,1.0611,1.0107,4.1492
Oncoming,OT+SH,160012,0,0.1467,20.0642,1.0500,1.3176,6.6356
Oncoming,OT+SH,160013,0,0.2133,20.0710,1.0764,1.1193,3.3129
Oncoming,OT+SH,160014,0,0.1733,20.0621,1.0991,1.0030,4.0433
Oncoming,OT+SH,160015,0,0.2867,20.0442,0.8681,1.2859,6.2237
Oncoming,OT+SH,160016,1,0.1667,20.0104,0.7972,1.2642,5.3487
Oncoming,OT+SH,160017,0,0.2000,20.0716,1.0826,1.2425,5.1608
Oncoming,OT+SH,160018,1,0.1667,20.0490,0.4573,1.2669,6.7118
Oncoming,OT+SH,160019,0,0.1533,20.0684,1.2034,1.0790,5.2598
Oncoming,OT+SH,160020,0,0.1333,20.0716,1.0091,1.2713,8.4514
Oncoming,OT+SH,160021,0,0.2333,20.0706,1.0240,1.2789,6.5830
Oncoming,OT+SH,160022,0,0.1933,20.0670,0.9669,1.3828,5.8429
Oncoming,OT+SH,160023,1,0.2467,20.0639,0.7928,1.4048,5.3788
Oncoming,OT+SH,160024,0,0.2333,20.0608,0.8973,1.0951,4.1372
Oncoming,OT+SH,160025,0,0.2800,20.0699,1.0342,1.1606,4.0002
Oncoming,OT+SH,160026,0,0.1733,20.0718,1.0661,1.1687,4.4293
Oncoming,OT+SH,160027,1,0.2067,20.0089,0.7143,1.3098,4.7561
Oncoming,OT+SH,160028,0,0.3533,20.0543,1.0324,1.1250,4.8694
Oncoming,OT+SH,160029,0,0.1333,20.0696,1.0066,1.1404,5.7236
Oncoming,OT+SH,160030,0,0.2000,20.0685,1.0393,1.1315,3.2538
Oncoming,OT+SH,160031,0,0.1733,20.0485,1.2594,1.0659,3.7094
Oncoming,OT+SH,160032,0,0.1200,20.0676,1.1759,1.3413,6.1501
Oncoming,OT+SH,160033,0,0.1600,20.0693,0.9725,1.2527,5.1192
Oncoming,OT+SH,160034,0,0.1667,20.0674,1.0715,1.2344,6.5810
Oncoming,OT+SH,160035,0,0.1667,20.0675,1.0650,1.3542,8.8923
Oncoming,OT+SH,160036,0,0.1933,20.0685,1.1266,0.9948,3.6219
Oncoming,OT+SH,160037,0,0.1267,20.0467,1.0732,1.5770,6.3100
Oncoming,OT+SH,160038,0,0.1933,20.0717,1.0665,1.1697,5.0706
Oncoming,OT+SH,160039,0,0.2467,20.0644,1.0331,1.2668,4.8847
Oncoming,OT+SH,160040,1,0.2333,20.0479,0.5602,1.4014,5.5853
Oncoming,OT+SH,160041,1,0.2533,20.0422,0.7561,1.1971,5.1250
Oncoming,OT+SH,160042,0,0.1200,20.0710,1.0668,1.1755,5.1577
Oncoming,OT+SH,160043,0,0.2133,20.0720,1.0661,0.9640,3.4511
Oncoming,OT+SH,160044,0,0.1533,20.0695,1.0559,1.1906,5.1046
Oncoming,OT+SH,160045,0,0.2533,20.0620,1.0218,1.1058,4.0934
Oncoming,OT+SH,160046,0,0.1533,20.0657,1.0766,1.2125,5.1801
Oncoming,OT+SH,160047,0,0.2267,20.0675,0.9540,1.3705,6.3817
Oncoming,OT+SH,160048,0,0.1933,20.0646,1.0594,1.4072,8.2724
Oncoming,OT+SH,160049,0,0.2133,20.0523,1.0052,1.4670,7.1752
Oncoming,OT+SH,160050,0,0.0867,20.0715,1.0446,1.1276,5.9408
Oncoming,OT+SH,160051,0,0.1800,20.0712,0.9812,1.2706,4.7961
Oncoming,OT+SH,160052,0,0.2933,20.0697,1.0797,2.2291,7.9912
Oncoming,OT+SH,160053,0,0.1867,20.0623,1.0553,1.2703,5.8999
Oncoming,OT+SH,160054,0,0.1867,20.0719,1.1264,1.1099,4.2283
Oncoming,OT+SH,160055,0,0.2067,20.0717,1.1765,1.1324,4.1615
Oncoming,OT+SH,160056,1,0.2533,20.0108,0.5675,1.3174,5.4571
Oncoming,OT+SH,160057,0,0.1267,20.0700,1.1565,1.5152,7.2851
Oncoming,OT+SH,160058,0,0.1533,20.0712,1.1205,1.0673,4.5373
Oncoming,OT+SH,160059,0,0.2200,20.0646,1.2085,1.1906,4.8392
Oncoming,OT+SH,160060,0,0.1400,20.0669,1.1175,1.1821,5.3946
Oncoming,OT+SH,160061,0,0.1533,20.0636,1.0055,1.2212,6.1562
Oncoming,OT+SH,160062,0,0.1333,20.0716,1.0390,1.1748,4.3895
Oncoming,OT+SH,160063,0,0.1267,20.0719,1.0396,1.1468,5.0656
Oncoming,OT+SH,160064,0,0.2867,20.0647,1.0728,1.4487,9.0366
Oncoming,OT+SH,160065,0,0.2133,20.0198,1.4419,1.3767,6.5246
Oncoming,OT+SH,160066,0,0.2133,20.0711,0.9873,1.3640,6.4153
Oncoming,OT+SH,160067,0,0.2133,20.0716,1.1522,1.1704,5.0524
Oncoming,OT+SH,160068,0,0.2133,20.0689,1.1435,1.3932,6.8969
Oncoming,OT+SH,160069,0,0.2000,20.0714,1.0538,1.2864,6.2259
Oncoming,OT+SH,160070,1,0.2800,19.9287,0.6249,2.0082,12.5070
Oncoming,OT+SH,160071,0,0.1667,20.0718,1.0174,1.0887,4.6114
Oncoming,OT+SH,160072,1,0.2600,20.0425,0.7186,1.2572,5.0025
Oncoming,OT+SH,160073,0,0.2267,20.0710,1.2659,1.1847,4.4804
Oncoming,OT+SH,160074,0,0.1800,20.0709,1.0168,1.3908,5.8025
Oncoming,OT+SH,160075,0,0.2533,20.0715,1.1389,0.9887,4.5190
Oncoming,OT+SH,160076,0,0.2067,20.0689,1.0785,1.1993,5.0441
Oncoming,OT+SH,160077,0,0.2267,20.0653,1.2287,1.3946,6.3136
Oncoming,OT+SH,160078,0,0.1400,20.0688,1.1192,1.0997,4.5911
Oncoming,OT+SH,160079,0,0.1267,20.0718,1.3479,1.0616,3.6821
Oncoming,OT+SH,160080,0,0.2067,20.0675,1.0434,1.5533,9.8557
Oncoming,OT+SH,160081,0,0.2133,20.0643,1.1324,1.1263,4.5950
Oncoming,OT+SH,160082,0,0.1400,20.0349,1.0539,1.0748,4.5249
Oncoming,OT+SH,160083,0,0.2400,20.0596,1.0478,1.1632,5.2605
Oncoming,OT+SH,160084,0,0.1800,20.0599,1.1639,1.1468,4.5445
Oncoming,OT+SH,160085,0,0.1467,20.0642,1.1158,1.2196,4.3229
Oncoming,OT+SH,160086,0,0.1400,20.0697,1.0416,1.1384,4.9147
Oncoming,OT+SH,160087,0,0.2067,20.0715,1.0824,1.1409,3.9089
Oncoming,OT+SH,160088,0,0.2800,20.0640,1.1418,1.0693,3.8879
Oncoming,OT+SH,160089,0,0.1467,20.0672,1.1700,1.0334,3.7689
Oncoming,OT+SH,160090,0,0.2133,20.0706,1.0911,1.4908,6.5022
Oncoming,OT+SH,160091,0,0.1400,20.0718,1.0450,1.1094,3.7615
Oncoming,OT+SH,160092,0,0.1667,20.0702,1.0331,1.1716,4.5585
Oncoming,OT+SH,160093,0,0.0867,20.0694,1.0508,1.0942,3.9259
Oncoming,OT+SH,160094,0,0.2933,20.0525,1.1468,1.0913,3.4175
Oncoming,OT+SH,160095,0,0.2000,20.0587,1.1414,1.1520,4.0648
Oncoming,OT+SH,160096,0,0.1533,20.0650,1.0213,1.1310,5.8685
Oncoming,OT+SH,160097,0,0.2467,20.0668,1.0859,1.2669,5.9891
Oncoming,OT+SH,160098,0,0.1733,20.0696,1.0639,1.1476,4.9515
Oncoming,OT+SH,160099,0,0.1933,20.0630,1.0152,1.1060,5.2387
